,Ano,Mes,PaisDestino,DeptoOrigen,CantidadUnidades,ValorMilespesos,Toneladas,date
21145,2017,Nov,Siria-Republica Arabe,Risaralda,117535,1238104,118,Nov 2017
21146,2017,Nov,Sudafrica,Risaralda,19223,179622,19,Nov 2017
21147,2017,Nov,Suecia,Antioquia,102802,1011746,103,Nov 2017
21148,2017,Nov,Suecia,Bogota,20663,199381,21,Nov 2017
21149,2017,Nov,Suecia,Caldas,211772,2405748,212,Nov 2017
21150,2017,Nov,Suecia,Huila,125855,1243868,126,Nov 2017
21151,2017,Nov,Suecia,Quindio,41984,433700,42,Nov 2017
21152,2017,Nov,Suecia,Tolima,62979,693188,63,Nov 2017
21153,2017,Nov,Suecia,Valle del Cauca,62825,620973,63,Nov 2017
21154,2017,Nov,Taiwan - provincia de China,Caldas,100440,1145166,100,Nov 2017
21155,2017,Nov,Taiwan - provincia de China,Cauca,10224,246913,10,Nov 2017
21156,2017,Nov,Taiwan - provincia de China,Narino,10467,140523,10,Nov 2017
21157,2017,Nov,Taiwan - provincia de China,Quindio,76992,734665,77,Nov 2017
21158,2017,Nov,Taiwan - provincia de China,Risaralda,38567,408213,39,Nov 2017
21159,2017,Nov,Taiwan - provincia de China,Tolima,20006,187398,20,Nov 2017
21160,2017,Nov,Trinidad y Tobago,Antioquia,5193,151465,5,Nov 2017
21161,2017,Nov,Ucrania,Huila,19186,142911,19,Nov 2017
21162,2017,Nov,Uruguay,Bogota,500,12299,1,Nov 2017
21163,2017,Nov,Venezuela,Bolivar,4140,106530,4,Nov 2017
21164,2017,Oct,Alemania,Antioquia,197532,2083020,198,Oct 2017
21165,2017,Oct,Alemania,Bogota,545,29424,1,Oct 2017
21166,2017,Oct,Alemania,Caldas,810888,13696902,811,Oct 2017
21167,2017,Oct,Alemania,Cauca,269384,2787047,269,Oct 2017
21168,2017,Oct,Alemania,Huila,416712,4118856,417,Oct 2017
21169,2017,Oct,Alemania,Narino,142915,1642021,143,Oct 2017
21170,2017,Oct,Alemania,Quindio,958261,9473849,958,Oct 2017
21171,2017,Oct,Alemania,Risaralda,621099,6376030,621,Oct 2017
21172,2017,Oct,Alemania,Santander,166775,1719070,167,Oct 2017
21173,2017,Oct,Alemania,Tolima,170763,1765047,171,Oct 2017
21174,2017,Oct,Alemania,Valle del Cauca,250078,2364287,250,Oct 2017
21175,2017,Oct,Antigua y Barbuda,Antioquia,188,9117,0,Oct 2017
21176,2017,Oct,Arabia Saudita,Valle del Cauca,189,12952,0,Oct 2017
21177,2017,Oct,Argentina,Antioquia,6745,164586,7,Oct 2017
21178,2017,Oct,Argentina,Bogota,26189,268699,26,Oct 2017
21179,2017,Oct,Argentina,Cundinamarca,698,8993,1,Oct 2017
21180,2017,Oct,Argentina,Huila,45415,465079,45,Oct 2017
21181,2017,Oct,Argentina,Quindio,20000,268191,20,Oct 2017
21182,2017,Oct,Argentina,Risaralda,10351,131785,10,Oct 2017
21183,2017,Oct,Aruba,Bolivar,2570,79323,3,Oct 2017
21184,2017,Oct,Aruba,Risaralda,1357,30936,1,Oct 2017
21185,2017,Oct,Australia,Antioquia,137452,1660869,137,Oct 2017
21186,2017,Oct,Australia,Bogota,76862,801792,77,Oct 2017
21187,2017,Oct,Australia,Caldas,101404,1407810,101,Oct 2017
21188,2017,Oct,Australia,Cauca,131962,1623077,132,Oct 2017
21189,2017,Oct,Australia,Cundinamarca,49583,570828,50,Oct 2017
21190,2017,Oct,Australia,Huila,135182,1412371,135,Oct 2017
21191,2017,Oct,Australia,Magdalena,2789,54486,3,Oct 2017
21192,2017,Oct,Australia,Quindio,246642,2930728,247,Oct 2017
21193,2017,Oct,Australia,Santander,17182,247320,17,Oct 2017
21194,2017,Oct,Australia,Tolima,19264,204408,19,Oct 2017
21195,2017,Oct,Australia,Valle del Cauca,59485,635194,59,Oct 2017
21196,2017,Oct,Barbados,Antioquia,759,36922,1,Oct 2017
21197,2017,Oct,Belgica,Antioquia,349768,3851471,350,Oct 2017
21198,2017,Oct,Belgica,Bogota,19208,223764,19,Oct 2017
21199,2017,Oct,Belgica,Caldas,1435151,18046168,1435,Oct 2017
21200,2017,Oct,Belgica,Cauca,209816,1925997,210,Oct 2017
21201,2017,Oct,Belgica,Cundinamarca,356615,3916162,357,Oct 2017
21202,2017,Oct,Belgica,Huila,99497,1012880,100,Oct 2017
21203,2017,Oct,Belgica,Quindio,106629,1112919,107,Oct 2017
21204,2017,Oct,Belgica,Risaralda,74969,766026,75,Oct 2017
21205,2017,Oct,Bolivia,Antioquia,5468,175285,5,Oct 2017
21206,2017,Oct,Bolivia,Bogota,2553,179803,3,Oct 2017
21207,2017,Oct,Bolivia,Cundinamarca,2720,140574,3,Oct 2017
21208,2017,Oct,Bolivia,Valle del Cauca,2903,143436,3,Oct 2017
21209,2017,Oct,Brasil,Antioquia,13181,142735,13,Oct 2017
21210,2017,Oct,Brasil,Bogota,2250,132012,2,Oct 2017
21211,2017,Oct,Canada,Antioquia,999681,10050173,1000,Oct 2017
21212,2017,Oct,Canada,Caldas,1151186,11703003,1151,Oct 2017
21213,2017,Oct,Canada,Cauca,38407,412400,38,Oct 2017
21214,2017,Oct,Canada,Cundinamarca,230205,2266998,230,Oct 2017
21215,2017,Oct,Canada,Huila,1334359,13366808,1334,Oct 2017
21216,2017,Oct,Canada,Narino,100427,1113770,100,Oct 2017
21217,2017,Oct,Canada,Quindio,381800,4034997,382,Oct 2017
21218,2017,Oct,Canada,Risaralda,634292,6313761,634,Oct 2017
21219,2017,Oct,Canada,Santander,596771,5914909,597,Oct 2017
21220,2017,Oct,Canada,Tolima,344802,3393593,345,Oct 2017
21221,2017,Oct,Canada,Valle del Cauca,269277,2670079,269,Oct 2017
21222,2017,Oct,Chile,Antioquia,20778,347386,21,Oct 2017
21223,2017,Oct,Chile,Bogota,15373,1144754,15,Oct 2017
21224,2017,Oct,Chile,Caldas,16492,740456,16,Oct 2017
21225,2017,Oct,Chile,Cundinamarca,38500,421031,38,Oct 2017
21226,2017,Oct,Chile,Valle del Cauca,1033,17337,1,Oct 2017
21227,2017,Oct,China,Antioquia,38507,378669,39,Oct 2017
21228,2017,Oct,China,Bogota,1368,72020,1,Oct 2017
21229,2017,Oct,China,Huila,57658,604925,58,Oct 2017
21230,2017,Oct,China,Quindio,19218,193444,19,Oct 2017
21231,2017,Oct,China,Risaralda,19152,285311,19,Oct 2017
21232,2017,Oct,China,Tolima,1854,22422,2,Oct 2017
21233,2017,Oct,China,Valle del Cauca,39609,369087,40,Oct 2017
21234,2017,Oct,Colombia,Antioquia,153,4000,0,Oct 2017
21235,2017,Oct,Colombia,Bogota,5049,171071,5,Oct 2017
21236,2017,Oct,Corea,Antioquia,209569,2862345,210,Oct 2017
21237,2017,Oct,Corea,Bogota,39198,461100,39,Oct 2017
21238,2017,Oct,Corea,Caldas,236970,2358295,237,Oct 2017
21239,2017,Oct,Corea,Cauca,54511,600735,55,Oct 2017
21240,2017,Oct,Corea,Cundinamarca,70106,696641,70,Oct 2017
21241,2017,Oct,Corea,Huila,809314,7856331,809,Oct 2017
21242,2017,Oct,Corea,Magdalena,7003,86997,7,Oct 2017
21243,2017,Oct,Corea,Narino,34953,355160,35,Oct 2017
21244,2017,Oct,Corea,Quindio,194351,2356268,194,Oct 2017
21245,2017,Oct,Corea,Risaralda,134224,1397880,134,Oct 2017
21246,2017,Oct,Corea,Tolima,19295,191188,19,Oct 2017
21247,2017,Oct,Corea,Valle del Cauca,216236,2260006,216,Oct 2017
21248,2017,Oct,Costa Rica,Antioquia,26725,394148,27,Oct 2017
21249,2017,Oct,Cuba,Antioquia,67,251,0,Oct 2017
21250,2017,Oct,Curazao,Atlantico,10,468,0,Oct 2017
21251,2017,Oct,Curazao,Bolivar,2570,79323,3,Oct 2017
21252,2017,Oct,Curazao,Cauca,10913,211267,11,Oct 2017
21253,2017,Oct,Dinamarca,Bogota,21097,195217,21,Oct 2017
21254,2017,Oct,Dinamarca,Caldas,28416,440906,28,Oct 2017
21255,2017,Oct,Dinamarca,Huila,41911,399795,42,Oct 2017
21256,2017,Oct,Dinamarca,Risaralda,20980,188583,21,Oct 2017
21257,2017,Oct,Dominica,Antioquia,288,23295,0,Oct 2017
21258,2017,Oct,Ecuador,Antioquia,76749,2586094,77,Oct 2017
21259,2017,Oct,Ecuador,Caldas,24201,1646906,24,Oct 2017
21260,2017,Oct,El Salvador,Antioquia,1204,33571,1,Oct 2017
21261,2017,Oct,El Salvador,Bogota,5933,584274,6,Oct 2017
21262,2017,Oct,El Salvador,Quindio,1359,48954,1,Oct 2017
21263,2017,Oct,Emiratos Arabe,Bogota,409,3070,0,Oct 2017
21264,2017,Oct,Emiratos Arabe,Caldas,19270,209774,19,Oct 2017
21265,2017,Oct,Emiratos Arabe,Huila,18897,308220,19,Oct 2017
21266,2017,Oct,Emiratos Arabe,Quindio,30,246,0,Oct 2017
21267,2017,Oct,Emiratos Arabe,Valle del Cauca,414,11959,0,Oct 2017
21268,2017,Oct,Eslovenia,Antioquia,96236,934393,96,Oct 2017
21269,2017,Oct,Espana,Antioquia,1731,44181,2,Oct 2017
21270,2017,Oct,Espana,Bogota,365,6087,0,Oct 2017
21271,2017,Oct,Espana,Caldas,169697,2043550,170,Oct 2017
21272,2017,Oct,Espana,Cundinamarca,146905,1455699,147,Oct 2017
21273,2017,Oct,Espana,Huila,1335583,14242045,1336,Oct 2017
21274,2017,Oct,Espana,Narino,15082,179525,15,Oct 2017
21275,2017,Oct,Espana,Quindio,439690,4418986,440,Oct 2017
21276,2017,Oct,Espana,Risaralda,123255,1235017,123,Oct 2017
21277,2017,Oct,Espana,Santander,19246,171025,19,Oct 2017
21278,2017,Oct,Estados Unidos,Antioquia,3801123,46604151,3801,Oct 2017
21279,2017,Oct,Estados Unidos,Bogota,159306,2088803,159,Oct 2017
21280,2017,Oct,Estados Unidos,Bolivar,16523,255806,17,Oct 2017
21281,2017,Oct,Estados Unidos,Caldas,4508044,48616928,4508,Oct 2017
21282,2017,Oct,Estados Unidos,Cauca,1261130,13826340,1261,Oct 2017
21283,2017,Oct,Estados Unidos,Cesar,57792,544648,58,Oct 2017
21284,2017,Oct,Estados Unidos,Cundinamarca,427199,4603150,427,Oct 2017
21285,2017,Oct,Estados Unidos,Huila,5170572,52071165,5171,Oct 2017
21286,2017,Oct,Estados Unidos,Magdalena,635854,6532616,636,Oct 2017
21287,2017,Oct,Estados Unidos,Narino,994139,11531298,994,Oct 2017
21288,2017,Oct,Estados Unidos,Quindio,2904503,31376621,2905,Oct 2017
21289,2017,Oct,Estados Unidos,Risaralda,1369728,13777482,1370,Oct 2017
21290,2017,Oct,Estados Unidos,Santander,1276324,12769312,1276,Oct 2017
21291,2017,Oct,Estados Unidos,Tolima,1308307,16099323,1308,Oct 2017
21292,2017,Oct,Estados Unidos,Valle del Cauca,1769062,19600835,1769,Oct 2017
21293,2017,Oct,Estonia,Bogota,19292,183947,19,Oct 2017
21294,2017,Oct,Estonia,Caldas,6675,203921,7,Oct 2017
21295,2017,Oct,Estonia,Tolima,19298,188596,19,Oct 2017
21296,2017,Oct,Filipinas,Quindio,3480,42678,3,Oct 2017
21297,2017,Oct,Finlandia,Antioquia,146667,1479284,147,Oct 2017
21298,2017,Oct,Finlandia,Bogota,272796,2516044,273,Oct 2017
21299,2017,Oct,Finlandia,Caldas,498137,5483980,498,Oct 2017
21300,2017,Oct,Finlandia,Cauca,167371,1597430,167,Oct 2017
21301,2017,Oct,Finlandia,Cundinamarca,59615,576814,60,Oct 2017
21302,2017,Oct,Finlandia,Huila,584434,5797428,584,Oct 2017
21303,2017,Oct,Finlandia,Risaralda,20935,197573,21,Oct 2017
21304,2017,Oct,Finlandia,Santander,294134,3004191,294,Oct 2017
21305,2017,Oct,Finlandia,Valle del Cauca,60808,594710,61,Oct 2017
21306,2017,Oct,Francia,Antioquia,119043,1186326,119,Oct 2017
21307,2017,Oct,Francia,Bogota,39836,370725,40,Oct 2017
21308,2017,Oct,Francia,Bolivar,7600,183403,8,Oct 2017
21309,2017,Oct,Francia,Caldas,152779,1596832,153,Oct 2017
21310,2017,Oct,Francia,Cauca,19183,305411,19,Oct 2017
21311,2017,Oct,Francia,Huila,86335,845613,86,Oct 2017
21312,2017,Oct,Francia,Quindio,19255,195843,19,Oct 2017
21313,2017,Oct,Francia,Risaralda,40198,364354,40,Oct 2017
21314,2017,Oct,Francia,Tolima,77036,779683,77,Oct 2017
21315,2017,Oct,Francia,Valle del Cauca,1225,38196,1,Oct 2017
21316,2017,Oct,Granada,Antioquia,116,6213,0,Oct 2017
21317,2017,Oct,Grecia,Bogota,19927,185091,20,Oct 2017
21318,2017,Oct,Grecia,Caldas,19124,188045,19,Oct 2017
21319,2017,Oct,Grecia,Huila,19210,209483,19,Oct 2017
21320,2017,Oct,Guatemala,Antioquia,8449,234450,8,Oct 2017
21321,2017,Oct,Hong Kong,Huila,4955,68264,5,Oct 2017
21322,2017,Oct,Irlanda,Caldas,19222,183663,19,Oct 2017
21323,2017,Oct,Irlanda,Cauca,19279,200637,19,Oct 2017
21324,2017,Oct,Irlanda,Huila,76928,810252,77,Oct 2017
21325,2017,Oct,Irlanda,Quindio,19249,186231,19,Oct 2017
21326,2017,Oct,Irlanda,Tolima,19238,186036,19,Oct 2017
21327,2017,Oct,Islandia,Valle del Cauca,3355,82228,3,Oct 2017
21328,2017,Oct,Israel,Antioquia,57647,598184,58,Oct 2017
21329,2017,Oct,Israel,Caldas,306489,3010505,306,Oct 2017
21330,2017,Oct,Israel,Cauca,57689,554271,58,Oct 2017
21331,2017,Oct,Israel,Huila,39913,413354,40,Oct 2017
21332,2017,Oct,Israel,Quindio,19170,193612,19,Oct 2017
21333,2017,Oct,Israel,Risaralda,230750,2332543,231,Oct 2017
21334,2017,Oct,Israel,Tolima,56215,566892,56,Oct 2017
21335,2017,Oct,Italia,Antioquia,102427,986821,102,Oct 2017
21336,2017,Oct,Italia,Bogota,140577,1313526,141,Oct 2017
21337,2017,Oct,Italia,Caldas,108265,1115813,108,Oct 2017
21338,2017,Oct,Italia,Cauca,19954,218578,20,Oct 2017
21339,2017,Oct,Italia,Cundinamarca,319935,3100928,320,Oct 2017
21340,2017,Oct,Italia,Huila,238516,2337142,239,Oct 2017
21341,2017,Oct,Italia,Quindio,101812,997299,102,Oct 2017
21342,2017,Oct,Italia,Risaralda,419315,4196851,419,Oct 2017
21343,2017,Oct,Italia,Santander,82876,821252,83,Oct 2017
21344,2017,Oct,Italia,Tolima,398684,3931344,399,Oct 2017
21345,2017,Oct,Italia,Valle del Cauca,21622,262699,22,Oct 2017
21346,2017,Oct,Japan,Antioquia,205500,2440651,206,Oct 2017
21347,2017,Oct,Japan,Bogota,86680,826171,87,Oct 2017
21348,2017,Oct,Japan,Caldas,1437397,17371006,1437,Oct 2017
21349,2017,Oct,Japan,Cauca,501003,6934247,501,Oct 2017
21350,2017,Oct,Japan,Huila,729227,7147051,729,Oct 2017
21351,2017,Oct,Japan,Magdalena,96,5031,0,Oct 2017
21352,2017,Oct,Japan,Narino,165326,2107057,165,Oct 2017
21353,2017,Oct,Japan,Quindio,591524,5881661,592,Oct 2017
21354,2017,Oct,Japan,Risaralda,419891,4168983,420,Oct 2017
21355,2017,Oct,Japan,Santander,19222,191430,19,Oct 2017
21356,2017,Oct,Japan,Tolima,302188,3552812,302,Oct 2017
21357,2017,Oct,Japan,Valle del Cauca,835787,9034015,836,Oct 2017
21358,2017,Oct,Jordania,Antioquia,38455,407936,38,Oct 2017
21359,2017,Oct,Jordania,Caldas,57546,631986,58,Oct 2017
21360,2017,Oct,Letonia,Quindio,5612,121366,6,Oct 2017
21361,2017,Oct,Libano,Risaralda,59165,583602,59,Oct 2017
21362,2017,Oct,Malasia,Antioquia,34345,1303575,34,Oct 2017
21363,2017,Oct,Malasia,Bogota,2632,89660,3,Oct 2017
21364,2017,Oct,Malasia,Caldas,15400,516465,15,Oct 2017
21365,2017,Oct,Malasia,Cauca,212949,2254234,213,Oct 2017
21366,2017,Oct,Malasia,Quindio,19257,182022,19,Oct 2017
21367,2017,Oct,Malasia,Risaralda,134849,1418123,135,Oct 2017
21368,2017,Oct,Malasia,Tolima,154116,1620742,154,Oct 2017
21369,2017,Oct,Malasia,Valle del Cauca,19879,212559,20,Oct 2017
21370,2017,Oct,Marruecos,Risaralda,19267,183917,19,Oct 2017
21371,2017,Oct,Mexico,Antioquia,9659,901793,10,Oct 2017
21372,2017,Oct,Mexico,Bogota,9341,436894,9,Oct 2017
21373,2017,Oct,Mexico,Caldas,202189,6380315,202,Oct 2017
21374,2017,Oct,Mexico,Huila,19227,179389,19,Oct 2017
21375,2017,Oct,Mexico,Magdalena,18400,241852,18,Oct 2017
21376,2017,Oct,Mexico,Tolima,56019,593690,56,Oct 2017
21377,2017,Oct,Mexico,Valle del Cauca,19220,197715,19,Oct 2017
21378,2017,Oct,Nigeria,Antioquia,622,17541,1,Oct 2017
21379,2017,Oct,Noruega,Antioquia,339211,3367412,339,Oct 2017
21380,2017,Oct,Noruega,Caldas,99640,1062524,100,Oct 2017
21381,2017,Oct,Noruega,Cundinamarca,19269,269778,19,Oct 2017
21382,2017,Oct,Noruega,Huila,199096,2079065,199,Oct 2017
21383,2017,Oct,Noruega,Quindio,6696,217319,7,Oct 2017
21384,2017,Oct,Noruega,Valle del Cauca,496,18050,0,Oct 2017
21385,2017,Oct,Nueva Zelandia,Bogota,185,10854,0,Oct 2017
21386,2017,Oct,Nueva Zelandia,Caldas,2506,126579,3,Oct 2017
21387,2017,Oct,Nueva Zelandia,Cauca,42358,533093,42,Oct 2017
21388,2017,Oct,Nueva Zelandia,Valle del Cauca,19204,187851,19,Oct 2017
21389,2017,Oct,Paises Bajos,Antioquia,119804,1432357,120,Oct 2017
21390,2017,Oct,Paises Bajos,Caldas,96054,984976,96,Oct 2017
21391,2017,Oct,Paises Bajos,Huila,136162,1470067,136,Oct 2017
21392,2017,Oct,Paises Bajos,Narino,19224,215997,19,Oct 2017
21393,2017,Oct,Paises Bajos,Quindio,20916,223647,21,Oct 2017
21394,2017,Oct,Paises Bajos,Risaralda,307790,3106641,308,Oct 2017
21395,2017,Oct,Paises Bajos,Santander,38510,452428,39,Oct 2017
21396,2017,Oct,Paises Bajos,Tolima,19297,213624,19,Oct 2017
21397,2017,Oct,Paises Bajos,Valle del Cauca,38486,439358,38,Oct 2017
21398,2017,Oct,Panama,Antioquia,26531,411715,27,Oct 2017
21399,2017,Oct,Panama,Bogota,3472,97438,3,Oct 2017
21400,2017,Oct,Paraguay,Bogota,5630,306583,6,Oct 2017
21401,2017,Oct,Peru,Antioquia,15658,569344,16,Oct 2017
21402,2017,Oct,Peru,Bogota,11509,919658,12,Oct 2017
21403,2017,Oct,Peru,Caldas,3936,155382,4,Oct 2017
21404,2017,Oct,Peru,Cundinamarca,28644,721168,29,Oct 2017
21405,2017,Oct,Peru,Quindio,1036,36899,1,Oct 2017
21406,2017,Oct,Peru,Valle del Cauca,51961,1496830,52,Oct 2017
21407,2017,Oct,Polonia,Caldas,30800,1433558,31,Oct 2017
21408,2017,Oct,Portugal,Antioquia,19265,171194,19,Oct 2017
21409,2017,Oct,Portugal,Caldas,43360,436993,43,Oct 2017
21410,2017,Oct,Portugal,Cauca,21659,217006,22,Oct 2017
21411,2017,Oct,Portugal,Huila,86681,810971,87,Oct 2017
21412,2017,Oct,Portugal,Quindio,62914,587983,63,Oct 2017
21413,2017,Oct,Portugal,Santander,115421,1024638,115,Oct 2017
21414,2017,Oct,Puerto Rico,Antioquia,73,4924,0,Oct 2017
21415,2017,Oct,Reino Unido,Antioquia,847732,7903972,848,Oct 2017
21416,2017,Oct,Reino Unido,Bogota,127716,1114999,128,Oct 2017
21417,2017,Oct,Reino Unido,Caldas,352858,3830147,353,Oct 2017
21418,2017,Oct,Reino Unido,Cauca,38428,423919,38,Oct 2017
21419,2017,Oct,Reino Unido,Cundinamarca,39012,479682,39,Oct 2017
21420,2017,Oct,Reino Unido,Huila,217664,2199557,218,Oct 2017
21421,2017,Oct,Reino Unido,Norte de Santander,86534,731618,87,Oct 2017
21422,2017,Oct,Reino Unido,Quindio,121903,1889576,122,Oct 2017
21423,2017,Oct,Reino Unido,Risaralda,21046,196889,21,Oct 2017
21424,2017,Oct,Reino Unido,Tolima,78379,805047,78,Oct 2017
21425,2017,Oct,Reino Unido,Valle del Cauca,19211,193060,19,Oct 2017
21426,2017,Oct,Republica Checa,Valle del Cauca,97,6190,0,Oct 2017
21427,2017,Oct,Rumania,Caldas,75945,782433,76,Oct 2017
21428,2017,Oct,Rumania,Huila,19230,214523,19,Oct 2017
21429,2017,Oct,Rumania,Risaralda,20994,204271,21,Oct 2017
21430,2017,Oct,Rusia,Huila,19209,190538,19,Oct 2017
21431,2017,Oct,Rusia,Risaralda,76996,721443,77,Oct 2017
21432,2017,Oct,Rusia,Santander,19258,196802,19,Oct 2017
21433,2017,Oct,San Vicente y las Granadinas,Antioquia,64,5456,0,Oct 2017
21434,2017,Oct,Santa Lucia,Antioquia,383,20239,0,Oct 2017
21435,2017,Oct,Singapur,Caldas,20055,228782,20,Oct 2017
21436,2017,Oct,Sudafrica,Caldas,29640,286343,30,Oct 2017
21437,2017,Oct,Sudafrica,Santander,9471,92889,9,Oct 2017
21438,2017,Oct,Sudafrica,Tolima,19186,187968,19,Oct 2017
21439,2017,Oct,Suecia,Antioquia,210126,1992193,210,Oct 2017
21440,2017,Oct,Suecia,Caldas,272937,2609187,273,Oct 2017
21441,2017,Oct,Suecia,Cauca,41171,465199,41,Oct 2017
21442,2017,Oct,Suecia,Huila,103825,1031511,104,Oct 2017
21443,2017,Oct,Suecia,Magdalena,14005,138943,14,Oct 2017
21444,2017,Oct,Suecia,Narino,20891,195016,21,Oct 2017
21445,2017,Oct,Suecia,Quindio,122997,1137304,123,Oct 2017
21446,2017,Oct,Suecia,Risaralda,21008,186945,21,Oct 2017
21447,2017,Oct,Suecia,Santander,21016,210865,21,Oct 2017
21448,2017,Oct,Suecia,Tolima,63008,631842,63,Oct 2017
21449,2017,Oct,Suiza,Bogota,216,3649,0,Oct 2017
21450,2017,Oct,Taiwan - provincia de China,Antioquia,192390,2119091,192,Oct 2017
21451,2017,Oct,Taiwan - provincia de China,Bogota,200,11671,0,Oct 2017
21452,2017,Oct,Taiwan - provincia de China,Caldas,22015,416619,22,Oct 2017
21453,2017,Oct,Taiwan - provincia de China,Quindio,35045,338382,35,Oct 2017
21454,2017,Oct,Taiwan - provincia de China,Risaralda,19261,213820,19,Oct 2017
21455,2017,Oct,Trinidad y Tobago,Antioquia,3120,118826,3,Oct 2017
21456,2017,Oct,Turquia,Caldas,19193,196455,19,Oct 2017
21457,2017,Oct,Turquia,Risaralda,19221,188797,19,Oct 2017
21458,2017,Oct,Ucrania,Quindio,19970,205048,20,Oct 2017
21459,2017,Oct,Ucrania,Risaralda,38542,367377,39,Oct 2017
21460,2017,Oct,Uruguay,Bogota,1937,187373,2,Oct 2017
21461,2017,Oct,Uruguay,Cauca,560,9969,1,Oct 2017
21462,2017,Oct,Uruguay,Tolima,210,2724,0,Oct 2017
21463,2017,Sep,Albania,Caldas,19250,188592,19,Sep 2017
21464,2017,Sep,Alemania,Antioquia,373089,3541462,373,Sep 2017
21465,2017,Sep,Alemania,Bogota,55,2176,0,Sep 2017
21466,2017,Sep,Alemania,Caldas,1079344,16046483,1079,Sep 2017
21467,2017,Sep,Alemania,Cauca,368189,3770589,368,Sep 2017
21468,2017,Sep,Alemania,Huila,927794,9373809,928,Sep 2017
21469,2017,Sep,Alemania,Magdalena,1049,20362,1,Sep 2017
21470,2017,Sep,Alemania,Narino,104483,1106021,104,Sep 2017
21471,2017,Sep,Alemania,Quindio,1229174,12897789,1229,Sep 2017
21472,2017,Sep,Alemania,Risaralda,539330,5327650,539,Sep 2017
21473,2017,Sep,Alemania,Santander,226938,2200733,227,Sep 2017
21474,2017,Sep,Alemania,Tolima,339287,3967877,339,Sep 2017
21475,2017,Sep,Alemania,Valle del Cauca,144898,1465752,145,Sep 2017
21476,2017,Sep,Arabia Saudita,Antioquia,19216,198095,19,Sep 2017
21477,2017,Sep,Arabia Saudita,Cauca,19230,190116,19,Sep 2017
21478,2017,Sep,Arabia Saudita,Huila,0,0,0,Sep 2017
21479,2017,Sep,Arabia Saudita,Tolima,16073,279228,16,Sep 2017
21480,2017,Sep,Argelia,Risaralda,19917,215303,20,Sep 2017
21481,2017,Sep,Argentina,Bogota,19250,182868,19,Sep 2017
21482,2017,Sep,Argentina,Huila,20000,291746,20,Sep 2017
21483,2017,Sep,Aruba,Antioquia,5288,146191,5,Sep 2017
21484,2017,Sep,Aruba,Valle del Cauca,2570,78616,3,Sep 2017
21485,2017,Sep,Australia,Antioquia,39103,364539,39,Sep 2017
21486,2017,Sep,Australia,Bogota,57523,541735,58,Sep 2017
21487,2017,Sep,Australia,Caldas,3281,215428,3,Sep 2017
21488,2017,Sep,Australia,Cauca,58393,613508,58,Sep 2017
21489,2017,Sep,Australia,Cundinamarca,136040,1413430,136,Sep 2017
21490,2017,Sep,Australia,Huila,257189,2803842,257,Sep 2017
21491,2017,Sep,Australia,Quindio,373012,4926774,373,Sep 2017
21492,2017,Sep,Australia,Risaralda,59990,574612,60,Sep 2017
21493,2017,Sep,Australia,Santander,21002,197841,21,Sep 2017
21494,2017,Sep,Australia,Tolima,40181,390789,40,Sep 2017
21495,2017,Sep,Australia,Valle del Cauca,117785,1141064,118,Sep 2017
21496,2017,Sep,Austria,Narino,6900,138553,7,Sep 2017
21497,2017,Sep,Barbados,Antioquia,377,17437,0,Sep 2017
21498,2017,Sep,Belgica,Antioquia,263751,2767014,264,Sep 2017
21499,2017,Sep,Belgica,Bogota,64518,581394,65,Sep 2017
21500,2017,Sep,Belgica,Caldas,1680014,19582890,1680,Sep 2017
21501,2017,Sep,Belgica,Cauca,12294,114774,12,Sep 2017
21502,2017,Sep,Belgica,Cundinamarca,268332,3096073,268,Sep 2017
21503,2017,Sep,Belgica,Huila,454302,4636469,454,Sep 2017
21504,2017,Sep,Belgica,Magdalena,21520,192376,22,Sep 2017
21505,2017,Sep,Belgica,Norte de Santander,59749,560783,60,Sep 2017
21506,2017,Sep,Belgica,Quindio,66512,810309,67,Sep 2017
21507,2017,Sep,Belgica,Risaralda,150797,1413041,151,Sep 2017
21508,2017,Sep,Belgica,Santander,20940,274956,21,Sep 2017
21509,2017,Sep,Bolivia,Antioquia,4159,162707,4,Sep 2017
21510,2017,Sep,Brasil,Antioquia,20515,218694,21,Sep 2017
21511,2017,Sep,Canada,Antioquia,498486,5041527,498,Sep 2017
21512,2017,Sep,Canada,Bogota,19123,193893,19,Sep 2017
21513,2017,Sep,Canada,Caldas,965643,9698254,966,Sep 2017
21514,2017,Sep,Canada,Cauca,499762,5209791,500,Sep 2017
21515,2017,Sep,Canada,Cundinamarca,76918,806308,77,Sep 2017
21516,2017,Sep,Canada,Huila,1397942,13904305,1398,Sep 2017
21517,2017,Sep,Canada,Narino,76537,801206,77,Sep 2017
21518,2017,Sep,Canada,Quindio,395037,4186769,395,Sep 2017
21519,2017,Sep,Canada,Risaralda,287944,2733818,288,Sep 2017
21520,2017,Sep,Canada,Santander,174130,1694112,174,Sep 2017
21521,2017,Sep,Canada,Tolima,171583,1711366,172,Sep 2017
21522,2017,Sep,Canada,Valle del Cauca,345877,3575721,346,Sep 2017
21523,2017,Sep,Chile,Antioquia,5362,194626,5,Sep 2017
21524,2017,Sep,Chile,Bogota,31294,1932938,31,Sep 2017
21525,2017,Sep,Chile,Caldas,19911,955779,20,Sep 2017
21526,2017,Sep,Chile,Cundinamarca,27120,666339,27,Sep 2017
21527,2017,Sep,Chile,Quindio,1025,17745,1,Sep 2017
